player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
12372,Misbah-ul-Haq,Right hand Bat,Legbreak, ,Misbah-ul-Haq Khan Niazi,Misbah-ul,
14464,OA Shah,Right hand Bat,Right arm Offbreak, ,Owais Alam Shah,Owais Alam,
13248,AM Salvi,Right hand Bat,Right arm Medium, ,Aavishkar Madhav Salvi,Aavishkar Madhav,
13016,A Nel,Right hand Bat,Right arm Fast medium, ,Andre Nel,Andre Nel,
16380,NL McCullum,Right hand Bat,Right arm Offbreak, ,Nathan Leslie McCullum,Nathan Leslie,
34811,N Saini,Right hand Bat, ,Wicketkeeper,Nitin Saini,Nitin Saini,
15261,AN Ahmed,Right hand Bat,Right arm Medium fast, ,Abu Nechim Ahmed,Abu Nechim,
16743,I Malhotra,Right hand Bat,Right arm Medium fast, ,Ishan Malhotra,Ishan Malhotra,
14757,MD Mishra,Right hand Bat,Right arm Offbreak, ,Mohnish Dinesh Mishra,Mohnish Dinesh,
34983,RJ Peterson,Left hand Bat,Slow Left arm Orthodox, ,Robin John Peterson,Robin John,
14463,CA Pujara,Right hand Bat,Legbreak, ,Cheteshwar Arvind Pujara,Cheteshwar Arvind,
14489,A Uniyal,Left hand Bat,Left arm Medium, ,Amit Uniyal,Amit Uniyal,
13651,GR Napier,Right hand Bat,Right arm Medium, ,Graham Richard Napier,Graham Richard,
14136,J Botha,Right hand Bat,Right arm Offbreak, ,Johan Botha,Johan Botha,
13227,Kamran Khan,Left hand Bat,Left arm Medium fast, ,Kamran Khan,Kamran Khan,
12454,U Kaul,Left hand Bat, ,Wicketkeeper,Uday Kaul,Uday Kaul,
13620,S Tyagi,Right hand Bat,Right arm Medium, ,Sudeep Tyagi,Sudeep Tyagi,
16276,BJ Haddin,Right hand Bat, ,Wicketkeeper,Bradley James Haddin,Bradley James,
12518,CK Kapugedera,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Chamara Kantha Kapugedera,Chamara Kantha,
12471,S Anirudha,Right hand Bat, , ,Srikkanth Anirudha,Srikkanth Anirudha,
13384,RJ Quiney,Left hand Bat,Right arm Medium, ,Robert John Quiney,Robert John,
13260,YA Abdulla,Left hand Bat,Left arm Fast medium, ,Yusuf Adam Abdulla,Yusuf Adam,
12650,TM Dilshan,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tillakaratne Mudiyanselage Dilshan,Tillakaratne Mudiyanselage,
13551,MN van Wyk,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper,Morne Nico van Wyk,Morne Nico,
14206,SS Shaikh,Right hand Bat,Right arm Medium, ,Shoaib Shabbir Shaikh,Shoaib Shabbir,
15878,AC Thomas,Right hand Bat,Right arm Fast medium, ,Alfonso Clive Thomas,Alfonso Clive,
15003,PD Collingwood,Right hand Bat,Right arm Medium, ,Paul David Collingwood,Paul David,
15239,AP Dole,Right hand Bat,Right arm Medium fast, ,Aditya Pradip Dole,Aditya Pradip,
14216,Jaskaran Singh,Right hand Bat,Right arm Medium, ,Jaskaran Singh Buttar,Jaskaran Singh,
12850,H Das,Right hand Bat, ,Wicketkeeper,Halhadar Das,Halhadar Das,
33972,AA Chavan,Left hand Bat,Slow Left arm Orthodox, ,Ankeet Anil Chavan,Ankeet Anil,
13986,A Mithun,Right hand Bat,Right arm Medium, ,Abhimanyu Mithun,Abhimanyu Mithun,
12339,S Vidyut,Left hand Bat,Slow Left arm Orthodox, ,Vidyut Sivaramakrishnan,Vidyut Sivaramakrishnan,
15851,JEC Franklin,Left hand Bat,Left arm Medium, ,James Edward Charles Franklin,James Edward,
13508,AN Ghosh,Right hand Bat,Right arm Medium, ,Arindam Nanigopal Ghosh,Arindam Nanigopal,
12422,RR Raje,Right hand Bat,Right arm Fast medium, ,Rohan Ravindra Raje,Rohan Ravindra,
14008,SS Sarkar,Right hand Bat,Right arm Medium, ,Sourav Subrata Sarkar,Sourav Subrata,
15896,RN ten Doeschate,Right hand Bat,Right arm Medium fast, ,Ryan Neil ten Doeschate,Ryan Neil,
15140,DE Bollinger,Left hand Bat,Left arm Fast medium, ,Douglas Erwin Bollinger,Douglas Erwin,
14567,S Ladda,Right hand Bat,Legbreak, ,Sarabjit Ladda,Sarabjit Ladda,
16249,DH Yagnik,Left hand Bat, , ,Dishant Harendra Yagnik,Dishant Harendra,
13245,DP Nannes,Right hand Bat,Left arm Fast, ,Dirk Peter Nannes,Dirk Peter,
13810,A Singh,Right hand Bat,Right arm Medium fast, ,Amit Singh,Amit Singh,
34392,TP Sudhindra,Left hand Bat,Right arm Fast, ,Taduri Prakash Chandra Sudhindra,Taduri Prakash,
15779,S Randiv,Right hand Bat,Right arm Offbreak, ,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,Hewa Kaluhalamullage,
13383,PC Valthaty,Right hand Bat,Right arm Medium, ,Paul Chandrashekar Valthaty,Paul Chandrashekar,
34554,P Awana,Right hand Bat,Right arm Medium, ,Parvinder Awana,Parvinder Awana,
12710,Shoaib Akhtar,Right hand Bat,Right arm Fast, ,Shoaib Akhtar,Shoaib Akhtar,
34530,RR Bhatkal,Right hand Bat,Right arm Medium, ,Raju Ravi Bhatkal,Raju Ravi,
34343,KK Cooper,Right hand Bat,Right arm Medium, ,Kevon Keston Cooper,Kevon Keston,
12661,AD Mascarenhas,Right hand Bat,Right arm Fast medium, ,Adrian Dimitri Mascarenhas,Adrian Dimitri,
14541,JM Kemp,Right hand Bat,Right arm Fast medium, ,Justin Miles Kemp,Justin Miles,
12362,LPC Silva,Right hand Bat,Legbreak, ,Lindamlilage Prageeth Chamara Silva,Lindamlilage Prageeth,
12580,SR Tendulkar,Right hand Bat,"Right arm Offbreak, Legbreak Googly", ,Sachin Ramesh Tendulkar,Sachin Ramesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316400/316486.6.png"
13785,RJ Harris,Right hand Bat,Right arm Fast, ,Ryan James Harris,Ryan James,
15339,L Ablish,Right hand Bat,Right arm Medium fast, ,Love Ablish,Love Ablish,
15384,S Sriram,Left hand Bat,Slow Left arm Orthodox, ,Sridharan Sriram,Sridharan Sriram,
14201,Mashrafe Mortaza,Right hand Bat,Right arm Fast medium, ,Mashrafe Bin Mortaza,Mashrafe Bin,
14492,SW Tait,Right hand Bat,Right arm Fast, ,Shaun William Tait,Shaun William,
6657,DP Conway,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Devon Philip Conway,Devon Philip,
8383,C Green,Right hand Bat,Right arm Fast medium, ,Cameron Donald Green,Cameron Donald,
13258,VS Malik,Right hand Bat,Right arm Medium, ,Vikramjeet Singh Malik,Vikramjeet Singh,
4339,N Jagadeesan,Right hand Bat, ,Wicketkeeper,Narayan Jagadeesan,Narayan Jagadeesan,
76,Sandeep Sharma,Right hand Bat,Right arm Medium, ,Sandeep Sharma,Sandeep Sharma,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362
14279,Y Nagar,Right hand Bat,Right arm Offbreak, ,Yogesh Nagar,Yogesh Nagar,
1314,IR Jaggi,Right hand Bat,Legbreak Googly, ,Ishank Rajiv Jaggi,Ishank Rajiv,
44,Imran Tahir,Right hand Bat,Legbreak Googly, ,Mohammad Imran Tahir,Mohammad Imran,
900,PJ Sangwan,Right hand Bat,Left arm Medium, ,Pradeep Jaibeer Sangwan,Pradeep Jaibeer,
11943,MEK Hussey,Left hand Bat,Right arm Medium, ,Michael Edward Killeen Hussey,Michael Edward,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319708.1.png"
2024,L Ngidi,Right hand Bat,Right arm Fast medium, ,Lungisani True-man Ngidi,Lungisani True,
11991,SM Pollock,Right hand Bat,Right arm Fast medium, ,Shaun Maclean Pollock,Shaun Maclean,
35966,MDKJ Perera,Left hand Bat, ,Wicketkeeper,Mathurage Don Kusal Janith Perera,Mathurage Don,
8748,Vijaykumar Vyshak,Right hand Bat,Right arm Medium, ,Vijaykumar Vyshak,Vijaykumar Vyshak,
38647,JW Hastings,Right hand Bat,Right arm Fast medium, ,John Wayne Hastings,John Wayne,
7546,Harshit Rana,Right hand Bat,Right arm Fast, ,Harshit Pradeep Rana,Harshit Pradeep,
8098,A Tomar,Right hand Bat,Right arm Offbreak, ,Abhijeet Tomar,Abhijeet Tomar,
1327,CJ Jordan,Right hand Bat,Right arm Fast medium, ,Christopher James Jordan,Christopher James,
2315,P Chopra,Right hand Bat,Legbreak Googly,Occasional Wicketkeeper,Prashant Chopra,Prashant Chopra,
11971,SK Warne,Right hand Bat,Legbreak Googly, ,Shane Keith Warne,Shane Keith,
16693,AC Blizzard,Left hand Bat,Left arm Medium, ,Aiden Craig Blizzard,Aiden Craig,
36610,DJG Sammy,Right hand Bat,Right arm Medium, ,Daren Julius Garvey Sammy,Daren Julius,
49,KD Karthik,Right hand Bat,Right arm Offbreak,Wicketkeeper,Krishnakumar Dinesh Karthik,Krishnakumar Dinesh,
176,B Stanlake,Left hand Bat,Right arm Fast, ,Billy James Stanlake,Billy James,
10109,MA Starc,Left hand Bat,Left arm Fast, ,Mitchell Aaron Starc,Mitchell Aaron,
11940,SB Joshi,Left hand Bat,Slow Left arm Orthodox, ,Sunil Bandacharya Joshi,Sunil Bandacharya,
12746,Younis Khan,Right hand Bat,"Right arm Medium, Legbreak", ,Mohammad Younis Khan,Mohammad Younis,
40242,P Sahu,Right hand Bat,Legbreak Googly, ,Pardeep Sahu,Pardeep Sahu,
418,MM Patel,Right hand Bat,Right arm Medium fast, ,Munaf Musa Patel,Munaf Musa,
12252,DB Das,Right hand Bat,Legbreak Googly, ,Debabrata Baidya Das,Debabrata Baidya,
6287,RV Patel,Right hand Bat,Right arm Medium fast, ,Ripal Vinubhai Patel,Ripal Vinubhai,
12539,T Taibu,Right hand Bat,Right arm Medium,Wicketkeeper,Tatenda Taibu,Tatenda Taibu,
34697,CJ McKay,Right hand Bat,Right arm Fast medium, ,Clinton James McKay,Clinton James,
14360,RA Shaikh,Left hand Bat,Left arm Medium, ,Rahil Akhil Ahmed Shaikh,Rahil Akhil,
2188,M Prasidh Krishna,Right hand Bat,Right arm Fast medium, ,Muralikrishna Prasidh Krishna,Muralikrishna Prasidh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Prasidh%20Krishna.png
6047,GHS Garton,Left hand Bat,Left arm Fast, ,George Henry Simmons Garton,George Henry,
54,DS Kulkarni,Right hand Bat,Right arm Medium, ,Dhawal Sunil Kulkarni,Dhawal Sunil,
69,WP Saha,Right hand Bat, ,Wicketkeeper,Wriddhiman Prasanta Saha,Wriddhiman Prasanta,
42,A Zampa,Right hand Bat,Legbreak Googly, ,Adam Zampa,Adam Zampa,https://www.espncricinfo.com/cricketers/adam-zampa-379504
40725,PSP Handscomb,Right hand Bat, ,Wicketkeeper,Peter Stephen Patrick Handscomb,Peter Stephen,
8295,RS Hangargekar,Right hand Bat,Right arm Fast medium, ,Rajvardhan S Hangargekar,Rajvardhan S,
67,HM Amla,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Hashim Mahomed Amla,Hashim Mahomed,
25,RG Sharma,Right hand Bat,Right arm Offbreak, ,Rohit Gurunath Sharma,Rohit Gurunath,
11972,SK Trivedi,Right hand Bat,Right arm Medium, ,Siddharth Kishorkumar Trivedi,Siddharth Kishorkumar,
13595,TL Suman,Right hand Bat,Right arm Offbreak, ,Tirumalasetti Laxminarayana Suman,Tirumalasetti Laxminarayana,
34774,A Ashish Reddy,Right hand Bat,Right arm Medium, ,Ammana Ashish Reddy,Ammana Ashish,
12238,B Chipli,Right hand Bat,Right arm Medium, ,Bharat Chipli,Bharat Chipli,
14653,S Narwal,Left hand Bat,Right arm Medium, ,Sumit Narwal,Sumit Narwal,
12204,SD Chitnis,Right hand Bat,Right arm Offbreak, ,Siddharth Dilip Chitnis,Siddharth Dilip,
35864,Sunny Gupta,Right hand Bat,Right arm Offbreak, ,Sunny Gupta,Sunny Gupta,
31,TG Southee,Right hand Bat,Right arm Medium fast, ,Timothy Grant Southee,Timothy Grant,
17,BCJ Cutting,Right hand Bat,Right arm Fast medium, ,Benjamin Colin James Cutting,Benjamin Colin,
38548,BE Hendricks,Left hand Bat,Left arm Fast medium, ,Beuran Eric Hendricks,Beuran Eric,
13083,BAW Mendis,Right hand Bat,Right arm Offbreak, ,Balapuwaduge Ajantha Winslow Mendis,Balapuwaduge Ajantha,
12327,SA Asnodkar,Right hand Bat,Right arm Offbreak, ,Swapnil Ashok Asnodkar,Swapnil Ashok,
11970,D Salunkhe,Right hand Bat,Legbreak, ,Dinesh Salunkhe,Dinesh Salunkhe,
11966,M Kaif,Right hand Bat,Right arm Offbreak, ,Mohammad Kaif,Mohammad Kaif,
36536,IC Pandey,Right hand Bat,Right arm Medium, ,Ishwar Chand Pandey,Ishwar Chand,
14487,P Dogra,Right hand Bat,Legbreak, ,Paras Dogra,Paras Dogra,
13692,LA Carseldine,Left hand Bat,Left arm Medium, ,Lee Andrew Carseldine,Lee Andrew,
19,Bipul Sharma,Left hand Bat,Slow Left arm Orthodox, ,Bipul Sharma,Bipul Sharma,
4170,JR Philippe,Right hand Bat, ,Wicketkeeper,Joshua Ryan Philippe,Joshua Ryan,
16199,TD Paine,Right hand Bat,Right arm Medium,Wicketkeeper,Timothy David Paine,Timothy David,
11937,AA Noffke,Right hand Bat,Right arm Fast medium, ,Ashley Allan Noffke,Ashley Allan,
12041,Kamran Akmal,Right hand Bat, ,Wicketkeeper,Kamran Akmal,Kamran Akmal,
36311,BJ Rohrer,Left hand Bat, ,Occasional Wicketkeeper,Ben James Rohrer,Ben James,
36555,CM Gautam,Right hand Bat, ,Wicketkeeper,Chidhambaram Muralidharen Gautam,Chidhambaram Muralidharen,
41020,F Behardien,Right hand Bat,Right arm Fast medium, ,Farhaan Behardien,Farhaan Behardien,
37031,PV Tambe,Right hand Bat,Legbreak, ,Pravin Vijay Tambe,Pravin Vijay,
35892,MC Juneja,Right hand Bat,Right arm Offbreak, ,Manprit Charanjit Juneja,Manprit Charanjit,
41286,ER Dwivedi,Right hand Bat, ,Wicketkeeper,Eklavya Rakesh Dwivedi,Eklavya Rakesh,
35459,K Upadhyay,Right hand Bat,Right arm Medium, ,Krishnakant Upadhyay,Krishnakant Upadhyay,
37347,MG Neser,Right hand Bat,Right arm Medium fast, ,Michael Gertges Neser,Michael Gertges,
40895,UT Khawaja,Left hand Bat,Right arm Medium, ,Usman Tariq Khawaja,Usman Tariq,
40385,KJ Abbott,Right hand Bat,Right arm Fast medium, ,Kyle John Abbott,Kyle John,
38924,DJ Muthuswami,Right hand Bat,Right arm Medium, ,Domnic Joseph Muthuswami,Domnic Joseph,
6360,Anmolpreet Singh,Right hand Bat,Right arm Offbreak, ,Anmolpreet Singh,Anmolpreet Singh,
3011,JP Behrendorff,Right hand Bat,Left arm Fast medium, ,Jason Paul Behrendorff,Jason Paul,
27,AT Rayudu,Right hand Bat,Right arm Offbreak,Occasional Wicketkeeper,Ambati Thirupathi Rayudu,Ambati Thirupathi,
1437,AD Russell,Right hand Bat,Right arm Fast, ,Andre Dwayne Russell,Andre Dwayne,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Andre%20Russell.png
34601,V Pratap Singh,Right hand Bat,Right arm Medium, ,Veer Pratap Singh,Veer Pratap,
1856,LE Plunkett,Right hand Bat,Right arm Fast, ,Liam Edward Plunkett,Liam Edward,
13563,RE van der Merwe,Right hand Bat,Slow Left arm Orthodox, ,Roelof Erasmus van der Merwe,Roelof Erasmus,
58,RV Uthappa,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Robin Venu Uthappa,Robin Venu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Robin%20Uthappa.png
8945,PD Salt,Right hand Bat,Right arm Offbreak,Wicketkeeper,Philip Dean Salt,Philip Dean,
293,V Shankar,Right hand Bat,Right arm Medium, ,Vijay Shankar,Vijay Shankar,https://www.espncricinfo.com/cricketers/vijay-shankar-477021
37595,NJ Maddinson,Left hand Bat,Slow Left arm Orthodox, ,Nicolas James Maddinson,Nicolas James,
11934,CL White,Right hand Bat,Legbreak Googly, ,Cameron Leon White,Cameron Leon,
11969,M Rawat,Right hand Bat, ,Wicketkeeper,Mahesh Rawat,Mahesh Rawat,
9181,Gurnoor Brar,Left hand Bat,Right arm Fast, ,Gurnoor Brar,Gurnoor Brar,
46,BB McCullum,Right hand Bat,"Right arm Medium, Right arm Offbreak",Wicketkeeper,Brendon Barrie McCullum,Brendon Barrie,
13863,M Morkel,Left hand Bat,Right arm Fast, ,Morne Morkel,Morne Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png
7902,KS Sharma,Right hand Bat,Right arm Offbreak, ,Karan Sunny Sharma,Karan Sunny,
16648,P Parameswaran,Right hand Bat,Left arm Medium, ,Prasanth Parameswaran,Prasanth Parameswaran,
33961,P Prasanth,Left hand Bat,Slow Left arm Orthodox, ,Padmanabhan Prasanth,Padmanabhan Prasanth,
5473,Lalit Yadav,Right hand Bat,Right arm Offbreak, ,Lalit Yadav,Lalit Yadav,
16,DJ Hooda,Right hand Bat,Right arm Offbreak, ,Deepak Jagbir Hooda,Deepak Jagbir,
1990,IS Sodhi,Right hand Bat,Legbreak, ,Inderbir Singh Sodhi,Inderbir Singh,
494,BB Sran,Left hand Bat,Left arm Medium, ,Barinder Balbirsingh Sran,Barinder Balbirsingh,
34382,DJ Harris,Right hand Bat,Right arm Medium, ,Daniel Joseph Harris,Daniel Joseph,
3518,Y Prithvi Raj,Left hand Bat,Left arm Medium, ,Prithvi Raj Yarra,Prithvi Raj,
1964,JP Duminy,Left hand Bat,Right arm Offbreak, ,Jean-Paul Duminy,Jean-Paul,
15866,NJ Rimmington,Right hand Bat,Right arm Fast medium, ,Nathan John Rimmington,Nathan John,
21,A Nehra,Right hand Bat,Left arm Medium fast, ,Ashish Nehra,Ashish Nehra,
3495,Harpreet Brar,Left hand Bat,Slow Left arm Orthodox, ,Harpreet Brar,Harpreet Brar,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641
6033,GD Phillips,Right hand Bat,Right arm Offbreak,Wicketkeeper,Glenn Dominic Phillips,Glenn Dominic,
181,RR Pant,Left hand Bat, ,Wicketkeeper,Rishabh Rajendra Pant,Rishabh Rajendra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rishabh%20Pant.png
15829,AUK Pathan,Right hand Bat,Right arm Medium, ,Asad Ullah Khan Pathan,Asad Ullah,
5562,Jalaj S Saxena,Right hand Bat,"Right arm Offbreak, Legbreak Googly", ,Jalaj Sahai Saxena,Jalaj Sahai,
3230,R Parag,Right hand Bat,Legbreak, ,Riyan Parag,Riyan Parag,https://www.espncricinfo.com/cricketers/riyan-parag-1079434
183,CR Brathwaite,Right hand Bat,Right arm Fast medium, ,Carlos Ricardo Brathwaite,Carlos Ricardo,
4406,AT Carey,Left hand Bat, ,Wicketkeeper,Alex Tyson Carey,Alex Tyson,
11967,DS Lehmann,Left hand Bat,Slow Left arm Orthodox, ,Darren Scott Lehmann,Darren Scott,
7134,SS Prabhudessai,Right hand Bat,Right arm Medium, ,Suyash S Prabhudessai,Suyash S,
10939,N Thushara,Right hand Bat,Right arm Medium fast,NULL,Nuwan Thushara,Nuwan Thushara,https://www.espncricinfo.com/cricketers/nuwan-thushara-955235
11068,LB Williams,Left hand Bat,Right arm Medium fast,NULL,Lizaad Buyron Williams,Lizaad Buyron,
10163,Naman Dhir,Right hand Bat,Right arm Offbreak,NULL,Naman Dhir,Naman Dhir,https://www.espncricinfo.com/cricketers/naman-dhir-1287032
11376,Gulbadin Naib,Right hand Bat,Right arm Medium fast,NULL,Gulbadin Naib,Gulbadin Naib,
11781,Aniket Verma,Right hand Bat,Right arm Medium fast,NULL,Aniket Verma,Aniket Verma,https://www.espncricinfo.com/cricketers/aniket-verma-1409976
10690,Tanush Kotian,Right hand Bat,Right arm Offbreak,NULL,Tanush Kotian,Tanush Kotian,
11847,Priyansh Arya,Left hand Bat,Right arm Offbreak,NULL,Priyansh Arya,Priyansh Arya,https://www.espncricinfo.com/cricketers/priyansh-arya-1175456
11854,Suryansh Shedge,Right hand Bat,Right arm Medium fast,NULL,Suryansh Shedge,Suryansh Shedge,https://www.espncricinfo.com/cricketers/suryansh-shedge-1339698
10078,SD Hope,Right hand Bat,NULL,Wicketkeeper,Shai Diego Hope,Shai Diego,
10160,L Wood,Left hand Bat,Left arm Fast medium,NULL,Luke Wood,Luke Wood,
10168,G Coetzee,Right hand Bat,Right arm Fast,NULL,Gerald Coetzee,Gerald Coetzee,https://www.espncricinfo.com/cricketers/gerald-coetzee-596010
10604,KA Maharaj,Right hand Bat,Slow Left arm Orthodox,NULL,Keshav Athmanand Maharaj,Keshav Athmanand,
10630,WG Jacks,Right hand Bat,Right arm Offbreak,NULL,William George Jacks,William George,
10667,J Fraser-McGurk,Right hand Bat,Legbreak Googly,NULL,Jake Fraser-McGurk,Jake Fraser,
11805,R Minz,Left hand Bat,NULL,Slow Left arm Orthodox,Robin Minz,Robin Minz,https://www.espncricinfo.com/cricketers/robin-minz-1350762
10382,SB Dubey,Left hand Bat,Right arm Offbreak,NULL,Shubham Badriprasad Dubey,Shubham Badriprasad,
10710,S Joseph,Left hand Bat,Right arm Fast,NULL,Shamar Joseph,Shamar Joseph,https://www.espncricinfo.com/cricketers/shamar-joseph-1356971
11389,D Ferreira,Right hand Bat,Right arm Offbreak,Wicketkeeper,Donovan Ferreira,Donovan Ferreira,https://www.espncricinfo.com/cricketers/donovan-ferreira-698315
11416,V Viyaskanth,Right hand Bat,Legbreak,NULL,Vijayakanth Viyaskanth,Vijayakanth Viyaskanth,
11799,V Puthur,Right hand Bat,Left arm Wrist spin,NULL,Vignesh Puthur,Vignesh Puthur,https://www.espncricinfo.com/cricketers/vignesh-puthur-1460388
11801,RD Rickelton,Left hand Bat,NULL,Wicketkeeper,Ryan Rickelton,Ryan Rickelton,https://www.espncricinfo.com/cricketers/ryan-rickelton-605661
11843,V Nigam,Right hand Bat,Legbreak,NULL,Vipraj Nigam,Vipraj Nigam,https://www.espncricinfo.com/cricketers/vipraj-nigam-1449074
8805,Arjun Tendulkar,Left hand Bat,Left arm Medium fast, ,Arjun Sachin Tendulkar,Arjun Sachin,
360,SN Thakur,Right hand Bat,Right arm Medium, ,Shardul Narendra Thakur,Shardul Narendra,
36966,P Suyal,Right hand Bat,Left arm Medium, ,Pawan Shakland Suyal,Pawan Shakland,
15108,MB Parmar,Right hand Bat,Right arm Offbreak, ,Mohnish Bipinbhai Parmar,Mohnish Bipinbhai,
6694,R Powell,Right hand Bat,Right arm Medium fast, ,Rovman Powell,Rovman Powell,https://www.espncricinfo.com/cricketers/rovman-powell-820351
35364,AP Majumdar,Right hand Bat,Legbreak Googly, ,Anustup Prabir Majumdar,Anustup Prabir,
33919,Anand Rajan,Right hand Bat,Right arm Medium, ,Anand Rajan,Anand Rajan,
2824,GC Viljoen,Right hand Bat,Right arm Fast, ,GC Viljoen,GC Viljoen,
8773,Atharva Taide,Left hand Bat,Slow Left arm Orthodox, ,Atharva Taide,Atharva Taide,https://www.espncricinfo.com/cricketers/atharva-taide-1125958
12065,Shoaib Malik,Right hand Bat,Right arm Offbreak, ,Shoaib Malik,Shoaib Malik,
12070,Mohammad Asif,Left hand Bat,Right arm Fast medium, ,Mohammad Asif,Mohammad Asif,
23,PA Patel,Left hand Bat,Right arm Offbreak,Wicketkeeper,Parthiv Ajay Patel,Parthiv Ajay,
8809,Noor Ahmad,Right hand Bat,Left arm Wrist spin, ,Noor Ahmad Lakanwal,Noor Ahmad,https://www.espncricinfo.com/cricketers/noor-ahmad-1182529
6310,TL Seifert,Right hand Bat, ,Wicketkeeper,Tim Louis Seifert,Tim Louis,
38229,Shivam Sharma,Right hand Bat,Right arm Offbreak, ,Shivam Sharma,Shivam Sharma,
5349,RM Patidar,Right hand Bat,Right arm Offbreak, ,Rajat Manohar Patidar,Rajat Manohar,
12669,LA Pomersbach,Left hand Bat,Right arm Offbreak, ,Luke Anthony Pomersbach,Luke Anthony,
39089,RG More,Right hand Bat,Right arm Medium, ,Ronit Gajanan More,Ronit Gajanan,
7652,Simarjeet Singh,Right hand Bat,Right arm Medium fast, ,Simarjeet Singh,Simarjeet Singh,https://www.espncricinfo.com/cricketers/simarjeet-singh-1159722
2227,MM Ali,Left hand Bat,Right arm Offbreak, ,Moeen Munir Ali,Moeen Munir,
12364,DB Ravi Teja,Right hand Bat,Legbreak Googly, ,Dwaraka Bhamidipati Ravi Teja,Dwaraka Bhamidipati,
491,Mohammad Nabi,Right hand Bat,Right arm Offbreak, ,Mohammad Nabi,Mohammad Nabi,
569,JP Faulkner,Right hand Bat,Left arm Fast medium, ,James Peter Faulkner,James Peter,
241,VR Aaron,Right hand Bat,Right arm Fast, ,Varun Raymond Aaron,Varun Raymond,
15368,B Sumanth,Right hand Bat,Right arm Medium fast, ,Bodapati Apparao Sumanth,Bodapati Apparao,
8005,PH Solanki,Right hand Bat,Legbreak, ,Prashant Hitesh Solanki,Prashant Hitesh,
5686,KW Richardson,Right hand Bat,Right arm Fast medium, ,Kane William Richardson,Kane William,
35,MA Agarwal,Right hand Bat,Right arm Offbreak, ,Mayank Anurag Agarwal,Mayank Anurag,
9,TS Mills,Right hand Bat,Left arm Fast, ,Tymal Solomon Mills,Tymal Solomon,
9508,JE Root,Right hand Bat,"Right arm Offbreak, Legbreak", ,Joseph Edward Root,Joseph Edward,
2662,KK Ahmed,Right hand Bat,Left arm Medium, ,Khaleel Khursheed Ahmed,Khaleel Khursheed,
15846,DJ Jacobs,Right hand Bat,Right arm Medium,Wicketkeeper,David Johan Jacobs,David Johan,
61,SA Yadav,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Suryakumar Ashok Yadav,Suryakumar Ashok,
2700,SO Hetmyer,Left hand Bat, , ,Shimron Odilon Hetmyer,Shimron Odilon,
36069,BMAJ Mendis,Left hand Bat,Legbreak, ,Balapuwaduge Manukulasuriya Amith Jeevan Mendis,Balapuwaduge Manukulasuriya,
41723,PWA Mulder,Right hand Bat,Right arm Medium,NULL,Wiaan Mulder,Wiaan Mulder,https://www.espncricinfo.com/cricketers/wiaan-mulder-698189
41726,Zeeshan Ansari,Right hand Bat,Legbreak Googly,NULL,Zeeshan Ansari,Zeeshan Ansari,https://www.espncricinfo.com/cricketers/zeeshan-ansari-942371
41758,J Overton,Right hand Bat,Right arm Fast,NULL,Jamie Overton,Jamie Overton,https://www.espncricinfo.com/cricketers/jamie-overton-510530
41785,Ashwani Kumar,Left hand Bat,Left arm Medium,NULL,Ashwani Kumar,Ashwani Kumar,https://www.espncricinfo.com/cricketers/ashwani-kumar-1209126
41851,PHKD Mendis,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox",NULL,Kamindu Mendis,Kamindu Mendis,https://www.espncricinfo.com/cricketers/kamindu-mendis-784373
42116,Himmat Singh,Right hand Bat,Right arm Offbreak,NULL,Himmat Singh,Himmat Singh,https://www.espncricinfo.com/cricketers/himmat-singh-805235
42133,E Malinga,Left hand Bat,Right arm Fast medium,NULL,Kiribathgala Kankanamalage Eshan Malinga Dharmasena,Kiribathgala Kankanamalage,
42206,SK Rasheed,Right hand Bat,Legbreak,NULL,Shaik Rasheed,Shaik Rasheed,https://www.espncricinfo.com/cricketers/shaik-rasheed-1292497
42220,JP Inglis,Right hand Bat,NULL,Wicketkeeper,Joshua Patrick Inglis,Joshua Patrick,
42226,XC Bartlett,Right hand Bat,Right arm Fast medium,NULL,Xavier Colin Bartlett,Xavier Colin,
